local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[-0.09298964892956844, 0.08614895712536452, 0.039251340205939164]","[0.08786188910601037, -0.024674613007166755, 0.05498922938442457]","[0.08786188910601037, -0.024674613007166737, 0.05498922938442457]","[-1.734723475976807e-18, 0.0, -1.734723475976807e-18]","[-0.0010221289392855892, 0.07372540121539595, 0.049845897106842195]","[-0.0010221289392855879, 0.07372540121539596, 0.049845897106842195]","[[-0.96938997  0.08147997  0.23161196 -0.01854289]
 [-0.11375324 -0.98502283 -0.12957713  0.07896382]
 [ 0.21758512 -0.15195738  0.96413986 -0.0366329 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.44664823  0.11444919 -1.35202852],"[-0.040630440991526066, 0.01395861939388162, 0.006285008405648615, 0.05909254522866655, 0.014108620348634554, 0.02520524882189885, 0.05909241909541063, 0.014108620349151155, -0.0270668826154105, -0.06870309980912513, 0.036211909259422054, 0.01230294138882284, 0.08731483722678857, 0.03636191151372343, 0.030477048041669844, 0.08731482938108809, 0.03636191151375557, -0.03233804855183178]","[0.0381442992639706, 0.05571022182777978, 0.04468631043353288, -0.054426463723662624, 0.06081282347914527, 0.08600566757570993, -0.06579997955764112, 0.0687559494829518, 0.03560799290834906, 0.06413568212079113, 0.0305883945263076, 0.041102958574693725, -0.08316918935747064, 0.0403912865066549, 0.09474152192087315, -0.09683681221998237, 0.04993650354009538, 0.034178981707275236]","[0.038144299263970595, 0.05571022182777978, 0.04468631043353288, -0.05442646372366262, 0.06081282347914527, 0.08600566757570992, -0.06579997955764112, 0.06875594948295181, 0.03560799290834906, 0.06413568212079113, 0.030588394526307613, 0.041102958574693725, -0.08316918935747063, 0.04039128650665491, 0.09474152192087315, -0.09683681221998236, 0.0499365035400954, 0.03417898170727523]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.045354476919927396, 0.06418763140855814, -0.014886162294285358]","[-0.0422949305736087, 0.006653582809427934, 0.05498486439905289]","[-0.0422949305736087, 0.0066535828094279464, 0.054984864399052896]","[-2.168404344971009e-19, 0.0, 8.673617379884035e-19]","[0.0014496993130583037, 0.07136828386969975, 0.072221257674072]","[0.0014496993130583033, 0.07136828386969975, 0.072221257674072]","[[-0.99022975  0.00562985 -0.13933176  0.01109646]
 [-0.01399954 -0.99815015  0.0591633   0.06698371]
 [-0.13874094  0.06053584  0.98847679 -0.07550824]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.63078448  0.01479967 -1.71225801],"[-0.048903833369930816, 0.011959215106724964, 0.007250077183375824, 0.05081915285026177, 0.012109216061477912, 0.026170317599626063, 0.05081902671700592, 0.012109216061994499, -0.026101813837683303, -0.07697649218752989, 0.0342125049722654, 0.013268010166550038, 0.0790414448483838, 0.0343625072265668, 0.03144211681939704, 0.07904143700268342, 0.03436250722659893, -0.0313729797741046]","[0.04870242414104918, 0.059594759686889626, 0.0869091944949718, -0.05267335577618418, 0.0611518144373604, 0.09172570828033165, -0.04542094636866381, 0.057987476539916157, 0.04005593715182979, 0.07535433662479285, 0.037588890813083545, 0.09808577252166602, -0.08166285929462275, 0.03941770867508072, 0.09432107584342228, -0.07294782615199862, 0.03561514423224275, 0.03222981187632276]","[0.04870242414104917, 0.05959475968688964, 0.08690919449497181, -0.052673355776184184, 0.06115181443736041, 0.09172570828033166, -0.045420946368663805, 0.057987476539916157, 0.0400559371518298, 0.07535433662479285, 0.03758889081308356, 0.09808577252166602, -0.08166285929462276, 0.03941770867508072, 0.09432107584342228, -0.07294782615199862, 0.03561514423224276, 0.03222981187632276]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.005155681436772832, 0.060612448528439736, -0.02102480465664948]","[-0.016663930573608893, 0.015952582809427903, 0.05498486439905286]","[-0.016663930573608893, 0.015952582809427907, 0.054984864399052875]","[0.0, 0.0, 3.469446951953614e-18]","[-0.0010476134030021136, 0.07576340957599392, 0.07290937326449609]","[-0.0010476134030021156, 0.07576340957599392, 0.07290937326449609]","[[-0.97322228  0.20121138 -0.11114125 -0.00816078]
 [-0.2084599  -0.97631738  0.0578692   0.06953154]
 [-0.0968652   0.07948809  0.99211833 -0.07845849]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.63532409  0.21021575 -1.67806764],"[-0.031112738879115837, 0.018352309917759338, 0.007949391230358514, 0.06861024734107676, 0.01850231087251232, 0.02686963164660875, 0.0686101212078209, 0.018502310873028914, -0.025402499790700618, -0.05918539769671491, 0.040605599783299764, 0.013967324213532722, 0.0968325393391988, 0.040755602037601216, 0.03214143086637972, 0.09683253149349837, 0.04075560203763335, -0.030673665727121904]","[0.02463625720594692, 0.05221737540058001, 0.08531605235133631, -0.07428035666926029, 0.07364025991735938, 0.09301251236953675, -0.06921688367653012, 0.0694852225405461, 0.04115238673659567, 0.0467353473612947, 0.025320917465389704, 0.09569436460166934, -0.1068964927120186, 0.05801167646112451, 0.09639388030438903, -0.10081188845700356, 0.05301862270046315, 0.03407387256005382]","[0.024636257205946928, 0.05221737540058002, 0.08531605235133631, -0.0742803566692603, 0.07364025991735938, 0.09301251236953677, -0.06921688367653013, 0.06948522254054611, 0.041152386736595686, 0.0467353473612947, 0.02532091746538971, 0.09569436460166936, -0.10689649271201863, 0.05801167646112451, 0.09639388030438903, -0.10081188845700358, 0.05301862270046315, 0.03407387256005383]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.07485491983274954, 0.08407487926660136, 0.01533737080114295]","[-0.07031278621982763, -0.015268907698697019, 0.055003738906981715]","[-0.07031278621982762, -0.015268907698697015, 0.05500373890698173]","[0.0, 0.0, 1.734723475976807e-18]","[0.0010580466603080083, 0.07263164371074093, 0.04568834488068238]","[0.0010580466603080096, 0.07263164371074093, 0.04568834488068239]","[[-0.99140878 -0.0332047   0.12651517 -0.0023196 ]
 [ 0.00999983 -0.98365163 -0.17980399  0.0796486 ]
 [ 0.13041719 -0.17699412  0.9755329  -0.0318531 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.39032462 -0.01143196 -1.44506032],"[-0.051923720704856596, 0.011605378391775521, 0.007303300516975666, 0.04779926551533601, 0.011755379346528469, 0.026223540933225886, 0.04779913938208013, 0.011755379347045056, -0.026048590504083473, -0.07999637952245564, 0.03385866825731597, 0.013321233500149882, 0.07602155751345804, 0.034008670511617344, 0.031495340152996855, 0.07602154966775758, 0.034008670511649464, -0.03131975644050476]","[0.0536042067968143, 0.06164746448680453, 0.044157123283858, -0.04279301235115251, 0.05483987298385258, 0.07520393981688854, -0.049610071673810596, 0.06409173708233526, 0.02421073989856784, 0.0824430581901254, 0.039624985002754236, 0.04247496752169895, -0.06986277787744334, 0.03108019674128756, 0.07991607091854425, -0.07805493833613653, 0.042198099753866986, 0.01863787659403023]","[0.05360420679681431, 0.06164746448680454, 0.044157123283858, -0.0427930123511525, 0.054839872983852574, 0.07520393981688855, -0.049610071673810596, 0.06409173708233525, 0.024210739898567847, 0.0824430581901254, 0.03962498500275423, 0.042474967521698964, -0.06986277787744333, 0.031080196741287563, 0.07991607091854427, -0.0780549383361365, 0.04219809975386699, 0.018637876594030243]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.09737645191429396, 0.04281179197056258, 0.045804689951170485]","[0.07666806942639126, 0.002526582809427946, 0.05498486439905287]","[0.07666806942639127, 0.0025265828094279547, 0.05498486439905287]","[0.0, 0.0, 0.0]","[-0.00499131267625718, 0.08371563908089469, 0.04260847570797454]","[-0.004991312676257181, 0.08371563908089469, 0.04260847570797454]","[[-0.91784078  0.31336475  0.24366132 -0.0411968 ]
 [-0.35975006 -0.91611717 -0.17694413  0.08243703]
 [ 0.16777427 -0.25006372  0.95358268 -0.01885905]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.38980029  0.36800483 -1.39069856],"[-0.02075705969247463, 0.026737043676670492, 0.005709279383572267, 0.07896592652771797, 0.026887044631423447, 0.02462951979982249, 0.0789658003944621, 0.026887044631940048, -0.027642611637486856, -0.04882971851007371, 0.04899033354221092, 0.011727212366746495, 0.10718821852584001, 0.049140335796512336, 0.029901319019593475, 0.10718821068013958, 0.04914033579654449, -0.03291377757390815]","[0.0053995803558927954, 0.05128915981148094, 0.03826409003108976, -0.08300987624339926, 0.07767014447258613, 0.08057819655003082, -0.09177967901493007, 0.09074146832587576, 0.030732366462789554, 0.024169843390543934, 0.020600690437952724, 0.03322487645761494, -0.11603459715309425, 0.06480910811911995, 0.08854438466421936, -0.1265733467457218, 0.0805168820743384, 0.028644994396482458]","[0.005399580355892793, 0.05128915981148094, 0.03826409003108977, -0.08300987624339924, 0.07767014447258613, 0.08057819655003082, -0.09177967901493007, 0.09074146832587576, 0.03073236646278956, 0.024169843390543934, 0.02060069043795274, 0.033224876457614946, -0.11603459715309426, 0.06480910811911997, 0.08854438466421938, -0.1265733467457218, 0.08051688207433838, 0.02864499439648245]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0165298534323194, 0.06970681606994736, -8.46610811901698e-05]","[0.010542069426391049, 0.0019825828094277883, 0.05498486439905287]","[0.010542069426391045, 0.0019825828094277714, 0.05498486439905288]","[0.0, 0.0, 1.734723475976807e-18]","[0.0010553916701798085, 0.0729066701141419, 0.058457646244375244]","[0.0010553916701798059, 0.07290667011414188, 0.05845764624437525]","[[-0.99021093  0.10511192 -0.09183576 -0.0012498 ]
 [-0.09883836 -0.99261075 -0.07039084  0.07658714]
 [-0.09855608 -0.06062488  0.9932831  -0.05354102]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.5072151   0.09920968 -1.67623466],"[-0.04023707747878098, 0.01408689577046874, 0.00772270539818328, 0.059485908741411644, 0.014236896725221694, 0.026642945814433522, 0.05948578260815574, 0.014236896725738274, -0.025629185622875847, -0.06830973629638003, 0.03634018563600916, 0.013740638381357497, 0.08770820073953367, 0.03649018789031055, 0.03191474503420451, 0.0877081928938332, 0.036490187890342696, -0.030900351559297136]","[0.03874514009159236, 0.054226281305183456, 0.06883209336339671, -0.061881180992959736, 0.06341242607576152, 0.07845655322410933, -0.05672931960762277, 0.06658140448162711, 0.026535539894777166, 0.06375041092270436, 0.028821818931910232, 0.07582125085960088, -0.09254624960993632, 0.043970467090891835, 0.07953469879212245, -0.08635543201277768, 0.04777862392180709, 0.017141525454962656]","[0.03874514009159236, 0.05422628130518344, 0.06883209336339673, -0.061881180992959736, 0.0634124260757615, 0.07845655322410933, -0.056729319607622786, 0.06658140448162711, 0.026535539894777176, 0.06375041092270434, 0.028821818931910215, 0.07582125085960088, -0.09254624960993632, 0.043970467090891835, 0.07953469879212245, -0.08635543201277768, 0.04777862392180708, 0.017141525454962663]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.04627235147679861, 0.0776452809325996, 0.025905018707177277]","[0.03764107644020251, -0.010953295518556656, 0.05497230078521524]","[0.03764107644020251, -0.010953295518556658, 0.05497230078521524]","[0.0, 0.0, 1.734723475976807e-18]","[0.00014373988647098032, 0.07478039107447665, 0.04577040472746514]","[0.00014373988647098192, 0.07478039107447666, 0.04577040472746513]","[[-0.99245704  0.11119223  0.05162674 -0.01053532]
 [-0.11871934 -0.97674394 -0.17854131  0.08123027]
 [ 0.0305737  -0.18332368  0.98257706 -0.03126833]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.39127686  0.11985635 -1.54352381],"[-0.039045696376147965, 0.014513007496727036, 0.007209437604759773, 0.06067728984404465, 0.014663008451479949, 0.026129678021010024, 0.060677163710788753, 0.014663008451996556, -0.026142453416299366, -0.06711835519374701, 0.03676629736226746, 0.013227370587933992, 0.08889958184216668, 0.03691629961656884, 0.031401477240781, 0.08889957399646622, 0.036916299616600964, -0.031413619352720655]","[0.03739236047316678, 0.05494166031075864, 0.04824725933531019, -0.0610177651265345, 0.06241504109721639, 0.07195944475630173, -0.06261579226935994, 0.07199774631623221, 0.020598041008433838, 0.06279536282469436, 0.028981203207919658, 0.048737910799186566, -0.09150789500512531, 0.04285092788289422, 0.07462328680171497, -0.09342837696870337, 0.05436642137476403, 0.012902613452202009]","[0.03739236047316679, 0.05494166031075863, 0.04824725933531018, -0.0610177651265345, 0.06241504109721639, 0.07195944475630171, -0.06261579226935994, 0.07199774631623221, 0.020598041008433838, 0.06279536282469435, 0.02898120320791965, 0.04873791079918655, -0.09150789500512532, 0.042850927882894206, 0.07462328680171497, -0.09342837696870336, 0.054366421374764023, 0.012902613452202012]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.05421997605988686, 0.0913008143084631, 0.024290542128306603]","[0.056505405239847456, -0.021456779525482212, 0.05494018391574967]","[0.05650540523984745, -0.021456779525482195, 0.05494018391574966]","[-2.168404344971009e-19, 0.0, -1.734723475976807e-18]","[0.0011237440072413068, 0.072207618580868, 0.049887752748262876]","[0.0011237440072413068, 0.07220761858086801, 0.049887752748262876]","[[-0.99378438 -0.00272436  0.11128872 -0.00423847]
 [-0.01299963 -0.9900209  -0.14031975  0.0785019 ]
 [ 0.11056044 -0.14089429  0.98383189 -0.03903176]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.43410748  0.0131015  -1.46164941],"[-0.04935193481764539, 0.011894474978340522, 0.007165358884808612, 0.05037105140254722, 0.012044475933093483, 0.02608559930105885, 0.05037092526929132, 0.012044475933610091, -0.02618653213625052, -0.07742459363524445, 0.03414776484388094, 0.013183291867982836, 0.07859334340066923, 0.03429776709818237, 0.03135739852082982, 0.07859333555496878, 0.03429776709821451, -0.031457698072671805]","[0.05080650747469384, 0.05955673400903512, 0.04977591808941739, -0.04620675874150926, 0.05647079500697495, 0.07946724909541192, -0.05198586307670684, 0.06383564002397016, 0.028040245138601472, 0.07908073806836201, 0.03675409960565227, 0.04944980626687377, -0.073960063986055, 0.03361991768542186, 0.0846720597507061, -0.08090492070646277, 0.042470205936170125, 0.02287256361147632]","[0.05080650747469384, 0.059556734009035134, 0.04977591808941739, -0.04620675874150925, 0.05647079500697496, 0.07946724909541192, -0.051985863076706836, 0.06383564002397017, 0.02804024513860147, 0.079080738068362, 0.036754099605652284, 0.049449806266873765, -0.07396006398605498, 0.033619917685421864, 0.08467205975070609, -0.08090492070646275, 0.04247020593617013, 0.022872563611476313]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.04646945630432614, 0.08924062666324305, 0.022121086024715814]","[0.053415739806683855, -0.017239072310091575, 0.05497367390253386]","[0.05341573980668384, -0.01723907231009157, 0.054973673902533854]","[0.0, 0.0, 0.0]","[0.002157588453460154, 0.07192417921389807, 0.04904419155576432]","[0.002157588453460155, 0.07192417921389806, 0.04904419155576432]","[[-0.99735406 -0.04859001  0.05407306  0.00299471]
 [ 0.03998933 -0.98786095 -0.15010531  0.0783266 ]
 [ 0.06071028 -0.14754579  0.98719021 -0.03793482]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.42297087 -0.04829123 -1.51791258],"[-0.05411648459547405, 0.011467994750756244, 0.007284661408160083, 0.045606501624718576, 0.011617995705509171, 0.026204901824410327, 0.04560637549146265, 0.011617995706025772, -0.02606722961289904, -0.08218914341307314, 0.03372128461629668, 0.01330259439133431, 0.0738287936228406, 0.03387128687059805, 0.03147670104418131, 0.07382878577714012, 0.033871286870630186, -0.03133839554932033]","[0.05703173522710721, 0.062150094696421354, 0.05158788731519629, -0.04127273811120489, 0.05436477147216488, 0.07563557415486548, -0.044446068078528134, 0.06207731052378031, 0.024033031162188735, 0.08628536003434803, 0.04064306891473506, 0.052670420447312905, -0.06821040882587791, 0.030232460839854064, 0.07902557125406325, -0.07202392314072971, 0.03950056426634063, 0.017015122719180268]","[0.05703173522710721, 0.06215009469642135, 0.051587887315196285, -0.04127273811120489, 0.05436477147216486, 0.07563557415486546, -0.044446068078528134, 0.062077310523780294, 0.024033031162188735, 0.08628536003434803, 0.040643068914735056, 0.052670420447312905, -0.0682104088258779, 0.030232460839854064, 0.07902557125406325, -0.07202392314072971, 0.039500564266340625, 0.017015122719180265]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.013680712824710017, 0.0863246118055586, 0.021732483237173632]","[-0.0031022963233570686, -0.013415542772197205, 0.05497339351660278]","[-0.0031022963233570643, -0.013415542772197198, 0.05497339351660278]","[0.0, 0.0, -1.734723475976807e-18]","[-0.0007969268896270733, 0.07634412524952625, 0.04795280929371745]","[-0.0007969268896270735, 0.07634412524952625, 0.04795280929371745]","[[-0.98134934  0.18237318  0.06077417 -0.01761948]
 [-0.1898408  -0.96914957 -0.1571928   0.08137542]
 [ 0.03023151 -0.16579846  0.98569616 -0.03458507]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.41592921  0.19189196 -1.54308675],"[-0.032719041054880674, 0.017421342930190292, 0.0072512240396743685, 0.06700394516531188, 0.017571343884943247, 0.02617146445592458, 0.06700381903205604, 0.017571343885459854, -0.026100666981384767, -0.060791699872479746, 0.03967463279573073, 0.013269157022848583, 0.09522623716343388, 0.03982463505003213, 0.03144326367569557, 0.09522622931773353, 0.03982463505006428, -0.031371832917806056]","[0.02822381612533577, 0.05229092093643863, 0.0503733307764064, -0.06909575926362288, 0.06719539854322236, 0.075059941960397, -0.07067590109700268, 0.07586201465823891, 0.023535494928753932, 0.05173025005595575, 0.024606690568421616, 0.05110103477874889, -0.10085689508632298, 0.04990156375268727, 0.07847346357432257, -0.10275588278778808, 0.06031620887288631, 0.016556863435256475]","[0.02822381612533577, 0.05229092093643863, 0.0503733307764064, -0.06909575926362288, 0.06719539854322236, 0.075059941960397, -0.07067590109700268, 0.0758620146582389, 0.023535494928753925, 0.05173025005595575, 0.024606690568421616, 0.05110103477874889, -0.10085689508632296, 0.04990156375268727, 0.07847346357432257, -0.10275588278778809, 0.0603162088728863, 0.01655686343525647]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.11050426526767736, 0.05784679086933335, 0.030561884094570065]","[0.09163328917938851, -0.008795974051691906, 0.054980807077071876]","[0.09163328917938851, -0.008795974051691913, 0.05498080707707186]","[0.0, 0.0, -1.734723475976807e-18]","[-0.0025174947402050556, 0.07843276045944972, 0.05070876089868231]","[-0.002517494740205058, 0.07843276045944972, 0.0507087608986823]","[[-0.95423396  0.24525722  0.17113283 -0.03031641]
 [-0.26673144 -0.95674789 -0.11613706  0.08025805]
 [ 0.13524752 -0.15646843  0.97837914 -0.03699966]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.45051248  0.27022643 -1.43164671],"[-0.026879393579464613, 0.02122131717961557, 0.006037507572474097, 0.07284359264072801, 0.021371318134368544, 0.024957747988724334, 0.07284346650747212, 0.02137131813488513, -0.027314383448585028, -0.05495205239706369, 0.04347460704515599, 0.01205544055564832, 0.10106588463885001, 0.04362460929945745, 0.0302295472084953, 0.1010658767931496, 0.043624609299489595, -0.032585549385006324]","[0.018287900918750644, 0.050592265241974785, 0.049551204314599064, -0.07435225350880564, 0.07194611452338454, 0.08511082870622079, -0.08142180916253157, 0.08012502210315915, 0.03396884420546415, 0.03995404381900855, 0.021474838221211687, 0.04805043923131564, -0.10650557751749765, 0.05675217599469362, 0.09251397584088554, -0.11500115591014459, 0.06658075382696478, 0.031056994417939143]","[0.01828790091875064, 0.05059226524197478, 0.04955120431459905, -0.07435225350880566, 0.07194611452338455, 0.08511082870622078, -0.08142180916253156, 0.08012502210315915, 0.033968844205464144, 0.03995404381900854, 0.021474838221211684, 0.048050439231315634, -0.10650557751749766, 0.05675217599469362, 0.09251397584088553, -0.1150011559101446, 0.06658075382696478, 0.031056994417939132]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.013190117409143842, 0.07987365096030158, 0.047682807420681615]","[0.019725104619272724, -0.014138000027162884, 0.054899702116286093]","[0.01972510461927272, -0.01413800002716288, 0.05489970211628609]","[0.0, 0.0, 0.0]","[0.002363531039895601, 0.07559001001559641, 0.033107744537232864]","[0.002363531039895601, 0.07559001001559641, 0.03310774453723286]","[[-0.99898404 -0.0443467   0.00801564  0.00544792]
 [ 0.03998933 -0.95433688 -0.29604388  0.08184516]
 [ 0.02077819 -0.29542257  0.95514071 -0.00934067]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.27470643 -0.046854   -1.55714971],"[-0.053911632348251436, 0.011476507184771209, 0.0071649576987859835, 0.04581135387194116, 0.011626508139524205, 0.026085198115036214, 0.04581122773868529, 0.011626508140040778, -0.02618693332227316, -0.08198429116585054, 0.033729797050311615, 0.013182890681960198, 0.07403364587006317, 0.03387979930461311, 0.03135699733480719, 0.07403363802436275, 0.033879799304645214, -0.03145809925869446]","[0.05682820429518138, 0.06491166864824645, 0.03612160108289481, -0.04239434087325701, 0.05475666595185054, 0.05494803008313953, -0.04348033536422749, 0.0701990390535315, 0.005020788481291365, 0.0858872785465956, 0.04314162998748507, 0.03505660311162259, -0.06958852749438654, 0.030710555614939117, 0.053621609335667356, -0.0708937039297822, 0.04926755335345061, -0.006375646513716041]","[0.056828204295181366, 0.06491166864824645, 0.036121601082894805, -0.04239434087325701, 0.054756665951850546, 0.05494803008313952, -0.0434803353642275, 0.0701990390535315, 0.005020788481291363, 0.0858872785465956, 0.043141629987485074, 0.035056603111622585, -0.06958852749438654, 0.030710555614939135, 0.05362160933566735, -0.0708937039297822, 0.049267553353450615, -0.006375646513716042]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.09365574472458146, 0.08883976646453078, 0.0323850781754422]","[0.08465603283307908, -0.027743881441211395, 0.054971152448923026]","[0.08465603283307908, -0.0277438814412114, 0.05497115244892301]","[-8.673617379884035e-19, 0.0, -3.469446951953614e-18]","[-0.00013038760802902213, 0.07449599491638331, 0.046546990473674124]","[-0.00013038760802902238, 0.07449599491638331, 0.046546990473674124]","[[-0.99079136  0.10174727  0.08933068 -0.01186702]
 [-0.11574003 -0.97882706 -0.16882489  0.08076189]
 [ 0.07026182 -0.17760937  0.98158962 -0.03244969]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.40659015  0.1166544  -1.50301689],"[-0.03961165787529359, 0.014305128683449811, 0.006992067186946807, 0.06011132834489902, 0.014455129638202807, 0.025912307603197026, 0.060111202211643136, 0.01445512963871938, -0.026359823834112332, -0.06768431669289265, 0.03655841854899024, 0.013010000170121024, 0.08833362034302103, 0.0367084208032917, 0.031184106822967995, 0.0883336124973206, 0.03670842080332383, -0.03163098977053363]","[0.03795210023678861, 0.05522151339766524, 0.047456733052681124, -0.059540563820750146, 0.0618608174820562, 0.07491164289785708, -0.06321317368824944, 0.07114482516799961, 0.023601849845616602, 0.06361348266819314, 0.02951423363598218, 0.04709921482541625, -0.08970815726683103, 0.042013914088751395, 0.07885059347991165, -0.09412165220203124, 0.05317046324764937, 0.017191945802776724]","[0.03795210023678861, 0.05522151339766525, 0.047456733052681124, -0.05954056382075015, 0.061860817482056206, 0.07491164289785708, -0.06321317368824945, 0.07114482516799962, 0.023601849845616606, 0.06361348266819314, 0.029514233635982177, 0.04709921482541625, -0.08970815726683101, 0.042013914088751395, 0.07885059347991163, -0.09412165220203124, 0.05317046324764937, 0.01719194580277672]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.12979650993097433, 0.14916898715443605, 0.08046906016568894]","[0.09791470035983493, -0.10768490203682822, 0.05495720243172963]","[0.0979147003598349, -0.10768490203682823, 0.054957202431729635]","[3.469446951953614e-18, 0.0, 0.0]","[-0.0021374307707591883, 0.07984503465726443, 0.035060361913016584]","[-0.002137430770759185, 0.07984503465726445, 0.03506036191301659]","[[-0.97431576  0.18581169  0.12721174 -0.02137876]
 [-0.2143243  -0.93850772 -0.27068129  0.08396726]
 [ 0.06909345 -0.29099362  0.95422681 -0.01007346]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.29496278  0.2167928  -1.50994355],"[-0.03151437837331774, 0.018106567971514102, 0.007169610676339826, 0.06820860784687488, 0.018256568926267043, 0.026089851092590072, 0.06820848171361896, 0.018256568926783616, -0.02618228034471929, -0.05958703719091679, 0.040359857837054536, 0.01318754365951404, 0.09643089984499689, 0.04050986009135593, 0.031361650312361045, 0.09643089199929641, 0.04050986009138802, -0.031453446281140586]","[0.025182220258590248, 0.05490983016073992, 0.03299168853013246, -0.0707043405174495, 0.0677930802318582, 0.06369122123855864, -0.0743158795274457, 0.08300391337639734, 0.013811735815756607, 0.048180233056858146, 0.027057537747334198, 0.029139440489324146, -0.1026069384621814, 0.05061816654789117, 0.06628837056890789, -0.10694704255810929, 0.06889695723414124, 0.00634852015588326]","[0.02518222025859025, 0.054909830160739914, 0.03299168853013246, -0.07070434051744952, 0.0677930802318582, 0.06369122123855864, -0.0743158795274457, 0.08300391337639734, 0.013811735815756603, 0.04818023305685815, 0.027057537747334215, 0.029139440489324146, -0.10260693846218141, 0.05061816654789117, 0.06628837056890788, -0.10694704255810929, 0.06889695723414127, 0.006348520155883259]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
